taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey
3085357,Saponaria ocymoides L.,3085357,Saponaria ocymoides L.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Saponaria,3085356,Saponaria ocymoides,3085357
2610278,"Botryolepraria lesdainii (Hue) Canals, Hern.-Mar., Gómez-Bolea & Llimona",2610278,"Botryolepraria lesdainii (Hue) Canals, Hern.-Mar., Gómez-Bolea & Llimona",1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,,,Botryolepraria,2610277,Botryolepraria lesdainii,2610278
1848690,"Bryotropha terrella (Denis & Schiffermuller, 1775)",1848690,"Bryotropha terrella (Denis & Schiffermuller, 1775)",3,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gelechiidae,3553,Bryotropha,1848677,Bryotropha terrella,1848690
7681436,Cytisus multiflorus Sweet,7681436,Cytisus multiflorus Sweet,24,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Cytisus,8089532,Cytisus multiflorus,7681436
5424689,Ceratium lineatum (Ehrenb.) Cleve,7419343,Tripos lineatus (Ehrenb.) F.Gómez,79,SPECIES,SYNONYM,Chromista,4,Myzozoa,8770992,Dinophyceae,9049014,Gonyaulacales,8775728,Ceratiaceae,7479242,Tripos,7453566,Tripos lineatus,7419343
3595768,Tuberaria commutata M.J.Gallego,3595768,Tuberaria commutata M.J.Gallego,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malvales,941,Cistaceae,6635,Tuberaria,2874023,Tuberaria commutata,3595768
1683928,"Antaxius spinibrachius (Fischer, 1853)",1683928,"Antaxius spinibrachius (Fischer, 1853)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Tettigoniidae,3991,Antaxius,1683907,Antaxius spinibrachius,1683928
3813164,Spergularia azorica Lebel,3813164,Spergularia azorica Lebel,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Caryophyllales,422,Caryophyllaceae,2518,Spergularia,3085630,Spergularia azorica,3813164
5282971,"Fissidens angustelimbatus Mitten, 1869",5282971,"Fissidens angustelimbatus Mitten, 1869",1,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Fissidentales,1336,Fissidentaceae,4643,Fissidens,2673216,Fissidens angustelimbatus,5282971
2865448,Elodea canadensis Michx.,2865448,Elodea canadensis Michx.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Alismatales,551,Hydrocharitaceae,3721,Elodea,7454696,Elodea canadensis,2865448
2682983,"Pogonatum nanum Palisot de Beauvois, 1805",2682983,"Pogonatum nanum Palisot de Beauvois, 1805",3,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Polytrichales,620,Polytrichaceae,4669,Pogonatum,2682962,Pogonatum nanum,2682983
4330956,"Rimipontius mediospinifer Humes, 1996",4330956,"Rimipontius mediospinifer Humes, 1996",6,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Hexanauplia,9421786,Siphonostomatoida,1428,Dirivultidae,9173,Rimipontius,4330955,Rimipontius mediospinifer,4330956
2538234,Normandina,2538234,Normandina,1,GENUS,DOUBTFUL,Fungi,5,Ascomycota,95,Eurotiomycetes,178,Verrucariales,1043,Verrucariaceae,4841,Normandina,2538234,,
2724120,Carex praecox Schreb.,2724120,Carex praecox Schreb.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex praecox,2724120
2410119,"Microchirus ocellatus (Linnaeus, 1758)",2410119,"Microchirus ocellatus (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Pleuronectiformes,588,Soleidae,8612,Microchirus,2410107,Microchirus ocellatus,2410119
2540563,Radulomyces M.P.Christ.,2540563,Radulomyces M.P.Christ.,1,GENUS,ACCEPTED,Fungi,5,Basidiomycota,34,Agaricomycetes,186,Agaricales,1499,Pterulaceae,8448,Radulomyces,2540563,,
2207395,"Campecopea hirsuta (Montagu, 1804)",2207395,"Campecopea hirsuta (Montagu, 1804)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Malacostraca,229,Isopoda,643,Sphaeromatidae,2045,Campecopea,2207390,Campecopea hirsuta,2207395
5939311,Quercus faginea subsp. broteroi (Cout.) A.Camus,3906105,Quercus broteroi (Coutinho) Rivas Mart. & Sáenz de Rivas,1,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fagales,1354,Fagaceae,4689,Quercus,2877951,Quercus broteroi,3906105
1919712,"Anthocharis cardamines (Linnaeus, 1758)",1919712,"Anthocharis cardamines (Linnaeus, 1758)",8,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Pieridae,5481,Anthocharis,1919696,Anthocharis cardamines,1919712
2971074,Melilotus neapolitanus Ten.,2971074,Melilotus neapolitanus Ten.,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Melilotus,4924408,Melilotus neapolitanus,2971074
7717,Solanaceae,7717,Solanaceae,1,FAMILY,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,,,,
2619792,Arthopyrenia carneobrunneola Coppins,2619792,Arthopyrenia carneobrunneola Coppins,2,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Dothideomycetes,183,Pleosporales,1047,Arthopyreniaceae,8356,Arthopyrenia,7090000,Arthopyrenia carneobrunneola,2619792
5670622,Urtica portosanctana J.R.Press,5670622,Urtica portosanctana J.R.Press,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Rosales,691,Urticaceae,6639,Urtica,2984391,Urtica portosanctana,5670622
2603781,Xanthoparmelia (Vain.) Hale,2603781,Xanthoparmelia (Vain.) Hale,1,GENUS,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Xanthoparmelia,2603781,,
3137498,Leontodon hispidus L.,3137498,Leontodon hispidus L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Leontodon,8417800,Leontodon hispidus,3137498
8035698,Anthemis cotula L.,8035698,Anthemis cotula L.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Anthemis,3122476,Anthemis cotula,8035698
2929062,Solanum linnaeanum Hepper & P.-M.L.Jaeger,2929062,Solanum linnaeanum Hepper & P.-M.L.Jaeger,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Solanum,2928997,Solanum linnaeanum,2929062
1574753,"Lasiomma seminitidum (Zetterstedt, 1845)",1574753,"Lasiomma seminitidum (Zetterstedt, 1845)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Anthomyiidae,3330,Lasiomma,1574738,Lasiomma seminitidum,1574753
8200663,"Cymbalaria muralis P.Gaertner, B.Meyer & Scherb.",8200663,"Cymbalaria muralis P.Gaertner, B.Meyer & Scherb.",13,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Cymbalaria,6008593,Cymbalaria muralis,8200663
8155515,Xanthium strumarium subsp. italicum (Moretti) D.Löve,4225550,Xanthium orientale subsp. italicum (Moretti) Greuter,1,SUBSPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Xanthium,3089139,Xanthium orientale,3089146
3196902,Sargassum cymosum C.Agardh,3196902,Sargassum cymosum C.Agardh,3,SPECIES,ACCEPTED,Chromista,4,Ochrophyta,98,Phaeophyceae,7073593,Fucales,1182,Sargassaceae,7733,Sargassum,3196548,Sargassum cymosum,3196902
6532685,"Condylonucula bicornis (Gofas & Salas, 1996)",6532685,"Condylonucula bicornis (Gofas & Salas, 1996)",2,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Nuculida,8023994,Nuculidae,6876,Condylonucula,4587636,Condylonucula bicornis,6532685
7520121,Cyphomandra crassifolia (Ortega) Kuntze,2930216,Solanum betaceum Cav.,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Solanaceae,7717,Solanum,2928997,Solanum betaceum,2930216
1707837,"Dociostaurus Fieber, 1853",1707837,"Dociostaurus Fieber, 1853",4,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Dociostaurus,1707837,,
2401401,"Chlorophthalmus agassizi Bonaparte, 1840",2401401,"Chlorophthalmus agassizi Bonaparte, 1840",5,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Aulopiformes,497,Chlorophthalmidae,7181,Chlorophthalmus,2401314,Chlorophthalmus agassizi,2401401
5534191,Ilex azorica Gand.,5792992,Ilex perado subsp. azorica (Loes.) Tutin,3,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Aquifoliales,7226638,Aquifoliaceae,6716,Ilex,3169013,Ilex perado,9278245
5356971,Lotus conimbricensis Brot.,5356971,Lotus conimbricensis Brot.,6,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Lotus,10220564,Lotus conimbricensis,5356971
1749865,"Phyllonorycter alnivorella (Ragonot, 1875)",1749865,"Phyllonorycter alnivorella (Ragonot, 1875)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Lepidoptera,797,Gracillariidae,5487,Phyllonorycter,1749732,Phyllonorycter alnivorella,1749865
2114343,"Euchaeta media Giesbrecht, 1888",2114343,"Euchaeta media Giesbrecht, 1888",13,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Hexanauplia,9421786,Calanoida,679,Euchaetidae,4959,Euchaeta,2114333,Euchaeta media,2114343
8298495,Galinsoga quadriradiata Ruiz & Pav.,8298495,Galinsoga quadriradiata Ruiz & Pav.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Galinsoga,3132547,Galinsoga quadriradiata,8298495
7554127,Cryphaea lamyana (Mont.) Müll.Hal.,2678271,"Dendrocryphaea lamyana P.Rao, 2001",2,SPECIES,SYNONYM,Plantae,6,Bryophyta,35,Bryopsida,327,Leucodontales,1340,Cryphaeaceae,8764,Dendrocryphaea,2678264,Dendrocryphaea lamyana,2678271
3215129,Arcyria ferruginea Saut.,3215129,Arcyria ferruginea Saut.,1,SPECIES,ACCEPTED,Protozoa,7,Mycetozoa,33,Myxomycetes,319,Trichiales,1296,Arcyriaceae,8432,Arcyria,3212808,Arcyria ferruginea,3215129
4278879,Racomitrium macounii subsp. alpinum (E.Lawton) Frisvoll,4278879,Racomitrium macounii subsp. alpinum (E.Lawton) Frisvoll,3,SUBSPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Grimmiales,1337,Grimmiaceae,8747,Racomitrium,9508257,Racomitrium macounii,2674326
2808565,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",2808565,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Orchidaceae,7689,Anacamptis,2808313,Anacamptis morio,2808565
5260572,Collema furfuraceum Du Rietz,5260572,Collema furfuraceum Du Rietz,7,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Peltigerales,1055,Collemataceae,8377,Collema,2600808,Collema furfuraceum,5260572
2965085,Retama monosperma (L.) Boiss.,2965085,Retama monosperma (L.) Boiss.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Retama,8216180,Retama monosperma,2965085
6093819,"Sylvia undata toni Hartert, 1909",6093819,"Sylvia undata toni Hartert, 1909",3,SUBSPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Passeriformes,729,Sylviidae,5285,Sylvia,2492941,Sylvia undata,2492949
2673098,"Homalothecium sericeum W.P.Schimper, 1851",2673098,"Homalothecium sericeum W.P.Schimper, 1851",17,SPECIES,ACCEPTED,Plantae,6,Bryophyta,35,Bryopsida,327,Hypnales,617,Brachytheciaceae,4651,Homalothecium,2673096,Homalothecium sericeum,2673098
5185660,"Candelabrum phrygium (Fabricius, 1780)",5185660,"Candelabrum phrygium (Fabricius, 1780)",6,SPECIES,ACCEPTED,Animalia,1,Cnidaria,43,Hydrozoa,205,Anthoathecata,838,Candelabridae,8169,Candelabrum,2266068,Candelabrum phrygium,5185660
3931250,Delphinium halteratum Sibth. & Sm.,3931250,Delphinium halteratum Sibth. & Sm.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ranunculales,399,Ranunculaceae,2410,Delphinium,3033687,Delphinium halteratum,3931250
3108080,Senecio lagascanus DC.,3108080,Senecio lagascanus DC.,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Senecio,9802230,Senecio lagascanus,3108080
6077265,Helichrysum italicum subsp. picardii (Boiss. & Reut.) Franco,6077265,Helichrysum italicum subsp. picardii (Boiss. & Reut.) Franco,5,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Helichrysum,3131108,Helichrysum italicum,3131614
2749912,Gladiolus illyricus W.D.J.Koch,2749912,Gladiolus illyricus W.D.J.Koch,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Iridaceae,7698,Gladiolus,2749747,Gladiolus illyricus,2749912
5672844,Aira uniaristata var. biaristata (Emb. & Maire) Lambinon,7747216,Aira caryophyllea L.,2,VARIETY,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Aira,2702432,Aira caryophyllea,7747216
4168188,Rhododendron baeticum Boiss. & Reuter,7664343,Rhododendron ponticum subsp. baeticum (Boiss. & Reuter) Hand.-Mazz.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Ericales,1353,Ericaceae,2505,Rhododendron,2883026,Rhododendron ponticum,7327990
9411756,Asterocarpus Eckl. & Zeyh.,9411756,Asterocarpus Eckl. & Zeyh.,1,GENUS,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Celastrales,950,Celastraceae,6715,Asterocarpus,9411756,,
3091235,Klasea pinnatifida (Cav.) Talavera,3091235,Klasea pinnatifida (Cav.) Talavera,2,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Klasea,7898118,Klasea pinnatifida,3091235
9402,Platycnemididae,9402,Platycnemididae,11,FAMILY,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Odonata,789,Platycnemididae,9402,,,,
9033789,Rosmarinus officinalis de Noë ex Lange,9033789,Rosmarinus officinalis de Noë ex Lange,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Rosmarinus,2926633,Rosmarinus officinalis,9033789
2706457,Agrostis nebulosa Bourg. ex Reut. & Lange,2706457,Agrostis nebulosa Bourg. ex Reut. & Lange,9,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Agrostis,2706434,Agrostis nebulosa,2706457
5189082,"Gari depressa (Pennant, 1777)",5189082,"Gari depressa (Pennant, 1777)",2,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Cardiida,9529005,Psammobiidae,6846,Gari,7703694,Gari depressa,5189082
4366968,"Gibberula recondita Monterosato, 1884",4366968,"Gibberula recondita Monterosato, 1884",2,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Neogastropoda,982,Cystiscidae,2691,Gibberula,2303929,Gibberula recondita,4366968
6972,Nereididae,6972,Nereididae,4,FAMILY,ACCEPTED,Animalia,1,Annelida,42,Polychaeta,256,Phyllodocida,1079,Nereididae,6972,,,,
4369731,"Phymorhynchus ovatus Warén & Bouchet, 2001",4369731,"Phymorhynchus ovatus Warén & Bouchet, 2001",9,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Neogastropoda,982,Raphitomidae,5857134,Phymorhynchus,2305175,Phymorhynchus ovatus,4369731
7333212,Antirrhinum graniticum Rothm.,7333212,Antirrhinum graniticum Rothm.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Plantaginaceae,2420,Antirrhinum,3172000,Antirrhinum graniticum,7333212
1183775,"Larinus planus (Fabricius & J.C., 1792)",1183775,"Larinus planus (Fabricius & J.C., 1792)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Curculionidae,4239,Larinus,1183651,Larinus planus,1183775
9286650,"Ancistrobasis lavaleyei Hoffman & Freiwald, 2017",9286650,"Ancistrobasis lavaleyei Hoffman & Freiwald, 2017",1,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Seguenziida,9759304,Seguenziidae,2859,Ancistrobasis,2293652,Ancistrobasis lavaleyei,9286650
2286537,"Laevicardium crassum (Gmelin, 1791)",2286537,"Laevicardium crassum (Gmelin, 1791)",8,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Cardiida,9529005,Cardiidae,6858,Laevicardium,9440166,Laevicardium crassum,2286537
2606705,Rhizoplaca chrysoleuca (Sm.) Zopf,2606705,Rhizoplaca chrysoleuca (Sm.) Zopf,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecanoraceae,4828,Rhizoplaca,2606700,Rhizoplaca chrysoleuca,2606705
2704951,Festuca ovina L.,2704951,Festuca ovina L.,7,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Festuca,2704913,Festuca ovina,2704951
7294681,Pulmonaria longifolia Bast. ex Boreau,7294681,Pulmonaria longifolia Bast. ex Boreau,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Boraginaceae,2498,Pulmonaria,2925903,Pulmonaria longifolia,7294681
2481463,"Pterodroma madeira Mathews, 1934",2481463,"Pterodroma madeira Mathews, 1934",2,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Aves,212,Procellariiformes,7192755,Procellariidae,9339,Pterodroma,2481443,Pterodroma madeira,2481463
2889934,Tropaeolum majus L.,2889934,Tropaeolum majus L.,10,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Brassicales,7225535,Tropaeolaceae,6696,Tropaeolum,2889929,Tropaeolum majus,2889934
1040762,"Aleochara tristis Gravenhorst, 1806",1040762,"Aleochara tristis Gravenhorst, 1806",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Staphylinidae,7854,Aleochara,1040722,Aleochara tristis,1040762
2285838,"Aequipecten opercularis (Linnaeus, 1758)",2285838,"Aequipecten opercularis (Linnaeus, 1758)",28,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Bivalvia,137,Pectinida,9250425,Pectinidae,3472,Aequipecten,2285834,Aequipecten opercularis,2285838
4470161,"Graptodytes aequalis (Zimmermann, 1918)",4470161,"Graptodytes aequalis (Zimmermann, 1918)",1,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Dytiscidae,7824,Graptodytes,4405315,Graptodytes aequalis,4470161
2336745,"Chelidonichthys cuculus (Linnaeus, 1758)",2336745,"Chelidonichthys cuculus (Linnaeus, 1758)",9,SPECIES,ACCEPTED,Animalia,1,Chordata,44,Actinopterygii,204,Scorpaeniformes,590,Triglidae,8635,Chelidonichthys,2336772,Chelidonichthys cuculus,2336745
7275,Asilidae,7275,Asilidae,1,FAMILY,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Diptera,811,Asilidae,7275,,,,
3392716,Lepraria isidiata (Llimona) Llimona & A.Crespo,3392716,Lepraria isidiata (Llimona) Llimona & A.Crespo,2,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Stereocaulaceae,8302,Lepraria,9423865,Lepraria isidiata,3392716
2705565,Paspalum dilatatum Poir.,2705565,Paspalum dilatatum Poir.,8,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Paspalum,2705540,Paspalum dilatatum,2705565
5677786,Lepturus incurvus (L.) Druce,5290069,Parapholis incurva (L.) C.E.Hubb.,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Parapholis,2705215,Parapholis incurva,5290069
7247942,Parmelia exasperata De Not.,3410705,"Melanohalea exasperata (De Not.) O.Blanco, A.Crespo, Divakar, Essl., D.Hawksw. & Lumbsch",2,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Melanohalea,2605303,Melanohalea exasperata,3410705
8124703,"Thylaeodus rugulosus (Monterosato, 1878)",8124703,"Thylaeodus rugulosus (Monterosato, 1878)",15,SPECIES,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Littorinimorpha,7390893,Vermetidae,7057,Thylaeodus,4360451,Thylaeodus rugulosus,8124703
2926129,Pentaglottis Tausch,2926129,Pentaglottis Tausch,3,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Boraginales,7226464,Boraginaceae,2498,Pentaglottis,2926129,,
1251,Geophilomorpha,1251,Geophilomorpha,1,ORDER,ACCEPTED,Animalia,1,Arthropoda,54,Chilopoda,360,Geophilomorpha,1251,,,,,,
1710730,"Omocestus Bolívar, 1878",1710730,"Omocestus Bolívar, 1878",1,GENUS,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Orthoptera,1458,Acrididae,9394,Omocestus,1710730,,
7831943,Cynara algarbiensis Coss. ex Nyman,7831943,Cynara algarbiensis Coss. ex Nyman,7,SPECIES,DOUBTFUL,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Asterales,414,Asteraceae,3065,Cynara,3112344,Cynara algarbiensis,7831943
7111590,Cytisus malacitanus Boiss.,7224902,Cytisus malacitanus subsp. malacitanus,1,SPECIES,SYNONYM,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Cytisus,8089532,Cytisus malacitanus,7498121
2609034,Rinodina oxydata (A.Massal.) A.Massal.,2609034,Rinodina oxydata (A.Massal.) A.Massal.,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Teloschistales,1050,Physciaceae,8369,Rinodina,2599871,Rinodina oxydata,2609034
4448925,"Necrobia violacea (Linnaeus, 1758)",4448925,"Necrobia violacea (Linnaeus, 1758)",2,SPECIES,ACCEPTED,Animalia,1,Arthropoda,54,Insecta,216,Coleoptera,1470,Cleridae,3795,Necrobia,1161900,Necrobia violacea,4448925
2606310,Parmelia perlata (Huds.) Ach.,2606308,Parmotrema perlatum (Huds.) M.Choisy,3,SPECIES,SYNONYM,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Parmeliaceae,8305,Parmotrema,2565599,Parmotrema perlatum,2606308
8256057,"Vitis instabilis Ardenghi, Galasso, Banfi & Lastrucci",8256057,"Vitis instabilis Ardenghi, Galasso, Banfi & Lastrucci",1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Vitales,7222050,Vitaceae,6672,Vitis,7467468,Vitis instabilis,8256057
3062973,Mercurialis tomentosa L.,3062973,Mercurialis tomentosa L.,5,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Malpighiales,1414,Euphorbiaceae,4691,Mercurialis,3062956,Mercurialis tomentosa,3062973
3426117,Halecania giraltiae Van den Boom & Etayo,3426117,Halecania giraltiae Van den Boom & Etayo,1,SPECIES,DOUBTFUL,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Catillariaceae,4833,Halecania,2607464,Halecania giraltiae,3426117
3677112,Convolvulus lineatus L.,3677112,Convolvulus lineatus L.,1,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Solanales,1176,Convolvulaceae,2389,Convolvulus,2928386,Convolvulus lineatus,3677112
2855519,Nothoscordum gracile (Aiton) Stearn,2855519,Nothoscordum gracile (Aiton) Stearn,3,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Asparagales,1169,Amaryllidaceae,7682,Nothoscordum,2771093,Nothoscordum gracile,2855519
5190766,"Oxychilus Fitzinger, 1833",5190766,"Oxychilus Fitzinger, 1833",1,GENUS,ACCEPTED,Animalia,1,Mollusca,52,Gastropoda,225,Stylommatophora,1456,Oxychilidae,3245287,Oxychilus,5190766,,
2603434,Porpidia musiva (Körb.) Hertel & Knoph,2603434,Porpidia musiva (Körb.) Hertel & Knoph,1,SPECIES,ACCEPTED,Fungi,5,Ascomycota,95,Lecanoromycetes,180,Lecanorales,1048,Lecideaceae,8296,Porpidia,2603408,Porpidia musiva,2603434
5358256,Ornithopus perpusillus L.,5358256,Ornithopus perpusillus L.,11,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Fabales,1370,Fabaceae,5386,Ornithopus,2967979,Ornithopus perpusillus,5358256
3886463,Clinopodium menthifolium subsp. ascendens (Jord.) Govaerts,3886463,Clinopodium menthifolium subsp. ascendens (Jord.) Govaerts,3,SUBSPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Lamiales,408,Lamiaceae,2497,Clinopodium,2926907,Clinopodium menthifolium,3883897
2702955,Setaria Beauv.,2702955,Setaria Beauv.,11,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Poaceae,3073,Setaria,2702955,,
3230691,Umbilicus DC.,3230691,Umbilicus DC.,3,GENUS,ACCEPTED,Plantae,6,Tracheophyta,7707728,Magnoliopsida,220,Saxifragales,7219248,Crassulaceae,2406,Umbilicus,3230691,,
2722512,Carex hochstetteriana J.Gay ex Seub.,2722512,Carex hochstetteriana J.Gay ex Seub.,4,SPECIES,ACCEPTED,Plantae,6,Tracheophyta,7707728,Liliopsida,196,Poales,1369,Cyperaceae,7708,Carex,2721893,Carex hochstetteriana,2722512
